image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0031945,0,0,0,0,1,0,0
ISIC_0031950,0,0,0,0,0,0,1
ISIC_0031951,0,0,0,0,1,0,0
ISIC_0031953,1,0,0,0,0,0,0
ISIC_0031955,0,0,0,0,0,0,1
ISIC_0031957,1,0,0,0,0,0,0
ISIC_0031958,1,0,0,0,0,0,0
ISIC_0031961,0,0,0,0,1,0,0
ISIC_0031967,0,0,0,0,1,0,0
ISIC_0031971,0,0,1,0,0,0,0
ISIC_0031972,1,0,0,0,0,0,0
ISIC_0031976,0,0,1,0,0,0,0
ISIC_0031977,1,0,0,0,0,0,0
ISIC_0031980,0,0,0,0,1,0,0
ISIC_0031986,0,0,1,0,0,0,0
ISIC_0031987,0,0,0,0,1,0,0
ISIC_0031989,0,0,0,0,1,0,0
ISIC_0031993,0,0,0,1,0,0,0
ISIC_0031996,0,0,0,0,0,0,1
ISIC_0031999,1,0,0,0,0,0,0
ISIC_0032006,0,0,0,0,1,0,0
ISIC_0032013,0,0,0,0,1,0,0
ISIC_0032014,0,0,0,1,0,0,0
ISIC_0032017,1,0,0,0,0,0,0
ISIC_0032019,1,0,0,0,0,0,0
ISIC_0032022,0,0,1,0,0,0,0
ISIC_0032024,0,0,0,0,1,0,0
ISIC_0032030,0,0,1,0,0,0,0
ISIC_0032031,0,0,0,0,1,0,0
ISIC_0032036,1,0,0,0,0,0,0
ISIC_0032040,0,0,0,0,1,0,0
ISIC_0032043,0,0,0,0,1,0,0
ISIC_0032044,1,0,0,0,0,0,0
ISIC_0032045,0,0,0,0,1,0,0
ISIC_0032046,1,0,0,0,0,0,0
ISIC_0032051,0,0,0,0,1,0,0
ISIC_0032057,0,0,0,0,0,0,1
ISIC_0032061,0,0,1,0,0,0,0
ISIC_0032063,0,0,0,0,1,0,0
ISIC_0032070,1,0,0,0,0,0,0
ISIC_0032072,1,0,0,0,0,0,0
ISIC_0032076,0,0,0,0,0,0,1
ISIC_0032079,1,0,0,0,0,0,0
ISIC_0032081,1,0,0,0,0,0,0
ISIC_0032092,0,0,1,0,0,0,0
ISIC_0032095,1,0,0,0,0,0,0
ISIC_0032098,1,0,0,0,0,0,0
ISIC_0032099,0,0,0,0,1,0,0
ISIC_0032103,0,0,0,0,1,0,0
ISIC_0032110,1,0,0,0,0,0,0
ISIC_0032111,0,0,0,0,1,0,0
ISIC_0032113,0,0,0,0,1,0,0
ISIC_0032114,0,0,0,0,0,1,0
ISIC_0032116,0,0,0,0,1,0,0
ISIC_0032123,0,0,0,0,1,0,0
ISIC_0032124,0,0,0,0,1,0,0
ISIC_0032128,0,0,0,0,1,0,0
ISIC_0032129,0,0,0,0,1,0,0
ISIC_0032132,0,0,1,0,0,0,0
ISIC_0032134,1,0,0,0,0,0,0
ISIC_0032135,0,0,0,1,0,0,0
ISIC_0032138,0,0,0,0,0,1,0
ISIC_0032139,0,0,1,0,0,0,0
ISIC_0032146,0,0,1,0,0,0,0
ISIC_0032149,1,0,0,0,0,0,0
ISIC_0032152,1,0,0,0,0,0,0
ISIC_0032154,0,0,0,1,0,0,0
ISIC_0032156,0,0,0,0,1,0,0
ISIC_0032159,0,0,0,0,1,0,0
ISIC_0032164,0,0,1,0,0,0,0
ISIC_0032168,0,0,0,0,1,0,0
ISIC_0032170,0,0,0,0,1,0,0
ISIC_0032173,0,0,0,1,0,0,0
ISIC_0032174,0,0,1,0,0,0,0
ISIC_0032179,0,0,0,0,1,0,0
ISIC_0032182,1,0,0,0,0,0,0
ISIC_0032185,0,0,1,0,0,0,0
ISIC_0032187,1,0,0,0,0,0,0
ISIC_0032190,1,0,0,0,0,0,0
ISIC_0032192,1,0,0,0,0,0,0
ISIC_0032194,0,0,1,0,0,0,0
ISIC_0032197,1,0,0,0,0,0,0
ISIC_0032199,0,0,0,1,0,0,0
ISIC_0032200,0,0,0,0,1,0,0
ISIC_0032203,0,0,0,1,0,0,0
ISIC_0032204,1,0,0,0,0,0,0
ISIC_0032206,0,0,0,1,0,0,0
ISIC_0032207,1,0,0,0,0,0,0
ISIC_0032214,1,0,0,0,0,0,0
ISIC_0032215,0,0,0,0,1,0,0
ISIC_0032219,1,0,0,0,0,0,0
ISIC_0032220,1,0,0,0,0,0,0
ISIC_0032222,0,0,1,0,0,0,0
ISIC_0032225,0,0,1,0,0,0,0
ISIC_0032230,0,0,0,0,1,0,0
ISIC_0032232,1,0,0,0,0,0,0
ISIC_0032235,0,0,0,0,1,0,0
ISIC_0032238,0,0,0,1,0,0,0
ISIC_0032240,0,0,0,0,0,0,1
ISIC_0032244,1,0,0,0,0,0,0
ISIC_0032245,1,0,0,0,0,0,0
ISIC_0032246,0,0,1,0,0,0,0
ISIC_0032247,0,0,0,0,0,1,0
ISIC_0032248,1,0,0,0,0,0,0
ISIC_0032249,0,0,0,0,1,0,0
ISIC_0032258,1,0,0,0,0,0,0
ISIC_0032265,1,0,0,0,0,0,0
ISIC_0032269,1,0,0,0,0,0,0
ISIC_0032270,0,0,0,0,0,0,1
ISIC_0032271,0,0,0,0,1,0,0
ISIC_0032277,0,0,0,1,0,0,0
ISIC_0032280,0,0,0,0,1,0,0
ISIC_0032283,0,0,0,0,1,0,0
ISIC_0032287,1,0,0,0,0,0,0
ISIC_0032290,0,0,1,0,0,0,0
ISIC_0032302,0,0,1,0,0,0,0
ISIC_0032303,0,0,0,0,1,0,0
ISIC_0032304,0,0,0,0,1,0,0
ISIC_0032306,0,0,0,0,1,0,0
ISIC_0032307,0,0,1,0,0,0,0
ISIC_0032308,1,0,0,0,0,0,0
ISIC_0032313,1,0,0,0,0,0,0
ISIC_0032314,0,0,1,0,0,0,0
ISIC_0032315,0,0,0,0,1,0,0
ISIC_0032316,0,0,1,0,0,0,0
ISIC_0032318,0,0,1,0,0,0,0
ISIC_0032325,0,0,0,0,1,0,0
ISIC_0032329,0,0,0,1,0,0,0
ISIC_0032330,0,0,0,0,1,0,0
ISIC_0032331,1,0,0,0,0,0,0
ISIC_0032335,0,0,0,0,1,0,0
ISIC_0032343,0,0,0,0,1,0,0
ISIC_0032348,0,0,0,0,1,0,0
ISIC_0032349,0,0,0,1,0,0,0
ISIC_0032356,0,0,0,1,0,0,0
ISIC_0032358,0,0,0,0,1,0,0
ISIC_0032359,0,0,0,0,1,0,0
ISIC_0032365,0,0,0,0,1,0,0
ISIC_0032371,0,0,0,1,0,0,0
ISIC_0032372,1,0,0,0,0,0,0
ISIC_0032373,0,0,0,0,1,0,0
ISIC_0032382,0,0,0,0,1,0,0
ISIC_0032384,0,0,1,0,0,0,0
ISIC_0032389,1,0,0,0,0,0,0
ISIC_0032395,0,0,0,0,1,0,0
ISIC_0032396,1,0,0,0,0,0,0
ISIC_0032397,0,0,0,1,0,0,0
ISIC_0032400,1,0,0,0,0,0,0
ISIC_0032404,0,0,0,1,0,0,0
ISIC_0032408,1,0,0,0,0,0,0
ISIC_0032409,0,0,0,0,0,0,1
ISIC_0032410,0,0,0,0,0,1,0
ISIC_0032414,0,0,1,0,0,0,0
ISIC_0032415,0,0,1,0,0,0,0
ISIC_0032417,0,0,0,0,1,0,0
ISIC_0032420,1,0,0,0,0,0,0
ISIC_0032422,0,0,0,1,0,0,0
ISIC_0032424,1,0,0,0,0,0,0
ISIC_0032425,1,0,0,0,0,0,0
ISIC_0032429,0,0,1,0,0,0,0
ISIC_0032430,1,0,0,0,0,0,0
ISIC_0032433,1,0,0,0,0,0,0
ISIC_0032437,0,0,0,1,0,0,0
ISIC_0032439,0,0,1,0,0,0,0
ISIC_0032441,1,0,0,0,0,0,0
ISIC_0032445,0,0,0,0,1,0,0
ISIC_0032447,1,0,0,0,0,0,0
ISIC_0032450,1,0,0,0,0,0,0
ISIC_0032455,0,0,0,1,0,0,0
ISIC_0032456,0,0,0,0,1,0,0
ISIC_0032460,0,0,0,0,1,0,0
ISIC_0032461,0,0,1,0,0,0,0
ISIC_0032462,1,0,0,0,0,0,0
ISIC_0032463,0,0,0,0,1,0,0
ISIC_0032466,1,0,0,0,0,0,0
ISIC_0032468,0,0,0,0,0,1,0
ISIC_0032476,1,0,0,0,0,0,0
ISIC_0032481,0,0,0,0,1,0,0
ISIC_0032482,0,0,1,0,0,0,0
ISIC_0032486,0,0,0,0,1,0,0
ISIC_0032497,0,0,1,0,0,0,0
ISIC_0032498,0,0,0,0,1,0,0
ISIC_0032504,1,0,0,0,0,0,0
ISIC_0032508,0,0,0,0,1,0,0
ISIC_0032509,1,0,0,0,0,0,0
ISIC_0032511,1,0,0,0,0,0,0
ISIC_0032513,0,0,0,0,1,0,0
ISIC_0032514,0,0,0,0,1,0,0
ISIC_0032517,1,0,0,0,0,0,0
ISIC_0032522,1,0,0,0,0,0,0
ISIC_0032526,1,0,0,0,0,0,0
ISIC_0032531,1,0,0,0,0,0,0
ISIC_0032532,1,0,0,0,0,0,0
ISIC_0032533,1,0,0,0,0,0,0
ISIC_0032534,0,0,0,0,1,0,0
ISIC_0032535,1,0,0,0,0,0,0
ISIC_0032536,0,0,1,0,0,0,0
ISIC_0032537,1,0,0,0,0,0,0
ISIC_0032538,0,0,0,0,0,0,1
ISIC_0032544,1,0,0,0,0,0,0
ISIC_0032545,0,0,0,0,0,0,1
ISIC_0032547,1,0,0,0,0,0,0
ISIC_0032550,1,0,0,0,0,0,0
ISIC_0032552,1,0,0,0,0,0,0
ISIC_0032553,0,0,0,0,1,0,0
ISIC_0032556,0,0,0,0,1,0,0
ISIC_0032557,0,0,0,0,0,0,1
ISIC_0032559,1,0,0,0,0,0,0
ISIC_0032564,1,0,0,0,0,0,0
ISIC_0032567,0,0,0,0,1,0,0
ISIC_0032569,1,0,0,0,0,0,0
ISIC_0032570,0,0,0,0,1,0,0
ISIC_0032576,0,0,0,0,1,0,0
ISIC_0032583,1,0,0,0,0,0,0
ISIC_0032586,1,0,0,0,0,0,0
ISIC_0032592,1,0,0,0,0,0,0
ISIC_0032596,1,0,0,0,0,0,0
ISIC_0032597,1,0,0,0,0,0,0
ISIC_0032598,1,0,0,0,0,0,0
ISIC_0032602,1,0,0,0,0,0,0
ISIC_0032603,1,0,0,0,0,0,0
ISIC_0032604,1,0,0,0,0,0,0
ISIC_0032610,1,0,0,0,0,0,0
ISIC_0032611,0,0,1,0,0,0,0
ISIC_0032613,0,0,0,0,0,1,0
ISIC_0032614,0,0,0,0,0,0,1
ISIC_0032617,1,0,0,0,0,0,0
ISIC_0032618,0,0,0,0,1,0,0
ISIC_0032622,1,0,0,0,0,0,0
ISIC_0032624,1,0,0,0,0,0,0
ISIC_0032626,1,0,0,0,0,0,0
ISIC_0032629,1,0,0,0,0,0,0
ISIC_0032630,1,0,0,0,0,0,0
ISIC_0032636,0,0,0,0,1,0,0
ISIC_0032637,1,0,0,0,0,0,0
ISIC_0032638,1,0,0,0,0,0,0
ISIC_0032642,0,0,0,0,0,1,0
ISIC_0032643,0,0,0,0,1,0,0
ISIC_0032645,1,0,0,0,0,0,0
ISIC_0032652,0,0,1,0,0,0,0
ISIC_0032653,1,0,0,0,0,0,0
ISIC_0032654,0,0,0,0,1,0,0
ISIC_0032655,0,0,0,0,1,0,0
ISIC_0032656,1,0,0,0,0,0,0
ISIC_0032660,0,0,1,0,0,0,0
ISIC_0032662,1,0,0,0,0,0,0
ISIC_0032665,0,0,0,0,1,0,0
ISIC_0032672,1,0,0,0,0,0,0
ISIC_0032675,0,0,0,0,1,0,0
ISIC_0032681,0,0,0,0,1,0,0
ISIC_0032684,1,0,0,0,0,0,0
ISIC_0032685,1,0,0,0,0,0,0
ISIC_0032687,1,0,0,0,0,0,0
ISIC_0032688,0,0,0,0,1,0,0
ISIC_0032690,1,0,0,0,0,0,0
ISIC_0032692,0,0,0,0,0,0,1
ISIC_0032694,0,0,0,0,1,0,0
ISIC_0032695,1,0,0,0,0,0,0
ISIC_0032696,0,0,1,0,0,0,0
ISIC_0032698,1,0,0,0,0,0,0
ISIC_0032699,1,0,0,0,0,0,0
ISIC_0032709,1,0,0,0,0,0,0
ISIC_0032715,0,0,0,0,0,0,1
ISIC_0032716,1,0,0,0,0,0,0
ISIC_0032718,1,0,0,0,0,0,0
ISIC_0032719,0,0,0,0,1,0,0
ISIC_0032722,1,0,0,0,0,0,0
ISIC_0032723,1,0,0,0,0,0,0
ISIC_0032724,1,0,0,0,0,0,0
ISIC_0032725,0,0,0,0,1,0,0
ISIC_0032726,1,0,0,0,0,0,0
ISIC_0032727,0,0,1,0,0,0,0
ISIC_0032730,1,0,0,0,0,0,0
ISIC_0032732,0,0,0,0,1,0,0
ISIC_0032733,1,0,0,0,0,0,0
ISIC_0032736,1,0,0,0,0,0,0
ISIC_0032740,0,0,0,0,1,0,0
ISIC_0032741,0,0,1,0,0,0,0
ISIC_0032745,0,0,0,0,0,0,1
ISIC_0032750,1,0,0,0,0,0,0
ISIC_0032751,1,0,0,0,0,0,0
ISIC_0032756,0,0,0,0,1,0,0
ISIC_0032757,0,0,0,0,1,0,0
ISIC_0032763,0,0,0,0,1,0,0
ISIC_0032766,1,0,0,0,0,0,0
ISIC_0032768,0,0,1,0,0,0,0
ISIC_0032773,0,0,0,0,1,0,0
ISIC_0032774,1,0,0,0,0,0,0
ISIC_0032775,0,0,0,0,0,0,1
ISIC_0032776,0,0,0,0,1,0,0
ISIC_0032777,0,0,1,0,0,0,0
ISIC_0032778,0,0,0,0,1,0,0
ISIC_0032782,1,0,0,0,0,0,0
ISIC_0032790,1,0,0,0,0,0,0
ISIC_0032797,1,0,0,0,0,0,0
ISIC_0032799,0,0,1,0,0,0,0
ISIC_0032804,0,0,0,0,1,0,0
ISIC_0032806,1,0,0,0,0,0,0
ISIC_0032807,1,0,0,0,0,0,0
ISIC_0032808,0,0,1,0,0,0,0
ISIC_0032810,1,0,0,0,0,0,0
ISIC_0032812,1,0,0,0,0,0,0
ISIC_0032816,0,0,1,0,0,0,0
ISIC_0032823,1,0,0,0,0,0,0
ISIC_0032826,0,0,0,0,1,0,0
ISIC_0032827,0,0,0,0,1,0,0
ISIC_0032829,0,0,0,0,1,0,0
ISIC_0032833,1,0,0,0,0,0,0
ISIC_0032834,0,0,1,0,0,0,0
ISIC_0032835,0,0,0,0,1,0,0
ISIC_0032836,1,0,0,0,0,0,0
ISIC_0032839,0,0,0,0,0,0,1
ISIC_0032840,1,0,0,0,0,0,0
ISIC_0032841,1,0,0,0,0,0,0
ISIC_0032842,0,0,0,0,1,0,0
ISIC_0032843,0,0,0,0,1,0,0
ISIC_0032844,1,0,0,0,0,0,0
ISIC_0032845,1,0,0,0,0,0,0
ISIC_0032847,1,0,0,0,0,0,0
ISIC_0032850,0,0,1,0,0,0,0
ISIC_0032854,0,0,0,1,0,0,0
ISIC_0032856,1,0,0,0,0,0,0
ISIC_0032857,0,0,1,0,0,0,0
ISIC_0032862,1,0,0,0,0,0,0
ISIC_0032863,0,0,0,0,1,0,0
ISIC_0032866,0,0,0,0,0,0,1
ISIC_0032867,0,0,0,0,0,0,1
ISIC_0032869,1,0,0,0,0,0,0
ISIC_0032870,1,0,0,0,0,0,0
ISIC_0032872,1,0,0,0,0,0,0
ISIC_0032873,1,0,0,0,0,0,0
ISIC_0032875,1,0,0,0,0,0,0
ISIC_0032876,0,0,0,0,1,0,0
ISIC_0032877,0,0,0,0,1,0,0
ISIC_0032879,1,0,0,0,0,0,0
ISIC_0032883,0,0,0,0,1,0,0
ISIC_0032887,1,0,0,0,0,0,0
ISIC_0032888,1,0,0,0,0,0,0
ISIC_0032890,0,0,0,0,0,0,1
ISIC_0032892,1,0,0,0,0,0,0
ISIC_0032894,0,0,1,0,0,0,0
ISIC_0032897,0,0,0,1,0,0,0
ISIC_0032898,0,0,0,0,1,0,0
ISIC_0032903,1,0,0,0,0,0,0
ISIC_0032906,0,0,1,0,0,0,0
ISIC_0032913,1,0,0,0,0,0,0
ISIC_0032915,1,0,0,0,0,0,0
ISIC_0032917,1,0,0,0,0,0,0
ISIC_0032918,1,0,0,0,0,0,0
ISIC_0032919,0,0,0,0,0,0,1
ISIC_0032921,1,0,0,0,0,0,0
ISIC_0032922,1,0,0,0,0,0,0
ISIC_0032925,1,0,0,0,0,0,0
ISIC_0032927,1,0,0,0,0,0,0
ISIC_0032929,0,0,0,0,1,0,0
ISIC_0032932,0,0,0,0,0,0,1
ISIC_0032936,1,0,0,0,0,0,0
ISIC_0032938,1,0,0,0,0,0,0
ISIC_0032940,1,0,0,0,0,0,0
ISIC_0032941,0,0,0,0,0,1,0
ISIC_0032947,0,0,0,1,0,0,0
ISIC_0032949,0,0,0,0,1,0,0
ISIC_0032955,1,0,0,0,0,0,0
ISIC_0032958,1,0,0,0,0,0,0
ISIC_0032959,0,0,1,0,0,0,0
ISIC_0032960,1,0,0,0,0,0,0
ISIC_0032963,0,0,0,0,1,0,0
ISIC_0032965,1,0,0,0,0,0,0
ISIC_0032967,0,0,0,0,1,0,0
ISIC_0032968,1,0,0,0,0,0,0
ISIC_0032970,1,0,0,0,0,0,0
ISIC_0032972,0,0,0,0,1,0,0
ISIC_0032975,1,0,0,0,0,0,0
ISIC_0032976,1,0,0,0,0,0,0
ISIC_0032978,0,0,0,0,1,0,0
ISIC_0032981,1,0,0,0,0,0,0
ISIC_0032982,1,0,0,0,0,0,0
ISIC_0032983,0,0,0,0,1,0,0
ISIC_0032984,1,0,0,0,0,0,0
ISIC_0032985,1,0,0,0,0,0,0
ISIC_0032987,1,0,0,0,0,0,0
ISIC_0032988,1,0,0,0,0,0,0
ISIC_0032991,0,0,1,0,0,0,0
ISIC_0032993,1,0,0,0,0,0,0
ISIC_0032997,0,0,0,0,1,0,0
ISIC_0033000,0,0,0,1,0,0,0
ISIC_0033001,0,0,1,0,0,0,0
ISIC_0033004,1,0,0,0,0,0,0
ISIC_0033005,0,0,0,0,0,1,0
ISIC_0033012,0,0,1,0,0,0,0
ISIC_0033017,1,0,0,0,0,0,0
ISIC_0033019,0,0,1,0,0,0,0
ISIC_0033020,0,0,1,0,0,0,0
ISIC_0033022,0,0,0,0,1,0,0
ISIC_0033023,1,0,0,0,0,0,0
ISIC_0033024,1,0,0,0,0,0,0
ISIC_0033027,1,0,0,0,0,0,0
ISIC_0033029,1,0,0,0,0,0,0
ISIC_0033031,0,0,0,0,0,0,1
ISIC_0033034,1,0,0,0,0,0,0
ISIC_0033037,1,0,0,0,0,0,0
ISIC_0033038,1,0,0,0,0,0,0
ISIC_0033041,0,0,0,0,1,0,0
ISIC_0033042,1,0,0,0,0,0,0
ISIC_0033047,1,0,0,0,0,0,0
ISIC_0033050,1,0,0,0,0,0,0
ISIC_0033051,1,0,0,0,0,0,0
ISIC_0033054,0,0,1,0,0,0,0
ISIC_0033055,1,0,0,0,0,0,0
ISIC_0033056,0,0,0,0,1,0,0
ISIC_0033060,0,0,0,0,1,0,0
ISIC_0033061,1,0,0,0,0,0,0
ISIC_0033063,1,0,0,0,0,0,0
ISIC_0033068,1,0,0,0,0,0,0
ISIC_0033073,1,0,0,0,0,0,0
ISIC_0033074,1,0,0,0,0,0,0
ISIC_0033079,0,0,0,0,1,0,0
ISIC_0033081,1,0,0,0,0,0,0
ISIC_0033084,0,0,0,1,0,0,0
ISIC_0033088,0,0,0,0,1,0,0
ISIC_0033089,1,0,0,0,0,0,0
ISIC_0033092,0,0,0,0,0,0,1
ISIC_0033099,1,0,0,0,0,0,0
ISIC_0033103,1,0,0,0,0,0,0
ISIC_0033114,1,0,0,0,0,0,0
ISIC_0033117,1,0,0,0,0,0,0
ISIC_0033120,1,0,0,0,0,0,0
ISIC_0033122,1,0,0,0,0,0,0
ISIC_0033123,0,0,0,0,0,0,1
ISIC_0033124,0,0,0,0,1,0,0
ISIC_0033125,1,0,0,0,0,0,0
ISIC_0033127,0,0,0,0,1,0,0
ISIC_0033129,1,0,0,0,0,0,0
ISIC_0033130,0,0,0,0,1,0,0
ISIC_0033135,0,0,0,0,0,0,1
ISIC_0033141,1,0,0,0,0,0,0
ISIC_0033146,0,0,1,0,0,0,0
ISIC_0033151,0,0,0,1,0,0,0
ISIC_0033152,1,0,0,0,0,0,0
ISIC_0033154,1,0,0,0,0,0,0
ISIC_0033156,0,0,0,0,1,0,0
ISIC_0033158,0,0,0,0,0,0,1
ISIC_0033166,1,0,0,0,0,0,0
ISIC_0033169,0,0,0,0,1,0,0
ISIC_0033171,1,0,0,0,0,0,0
ISIC_0033174,1,0,0,0,0,0,0
ISIC_0033175,1,0,0,0,0,0,0
ISIC_0033178,1,0,0,0,0,0,0
ISIC_0033180,1,0,0,0,0,0,0
ISIC_0033183,1,0,0,0,0,0,0
ISIC_0033184,0,0,0,0,1,0,0
ISIC_0033185,0,0,0,0,1,0,0
ISIC_0033186,1,0,0,0,0,0,0
ISIC_0033192,1,0,0,0,0,0,0
ISIC_0033193,1,0,0,0,0,0,0
ISIC_0033195,0,0,0,0,1,0,0
ISIC_0033196,1,0,0,0,0,0,0
ISIC_0033198,1,0,0,0,0,0,0
ISIC_0033199,0,0,0,0,1,0,0
ISIC_0033200,0,0,0,0,1,0,0
ISIC_0033201,0,0,0,0,1,0,0
ISIC_0033203,0,0,1,0,0,0,0
ISIC_0033204,1,0,0,0,0,0,0
ISIC_0033205,0,0,1,0,0,0,0
ISIC_0033206,1,0,0,0,0,0,0
ISIC_0033209,1,0,0,0,0,0,0
ISIC_0033212,0,0,0,0,1,0,0
ISIC_0033216,1,0,0,0,0,0,0
ISIC_0033217,1,0,0,0,0,0,0
ISIC_0033218,0,0,1,0,0,0,0
ISIC_0033226,1,0,0,0,0,0,0
ISIC_0033230,0,0,0,0,0,0,1
ISIC_0033232,1,0,0,0,0,0,0
ISIC_0033235,0,0,0,0,1,0,0
ISIC_0033238,1,0,0,0,0,0,0
ISIC_0033239,1,0,0,0,0,0,0
ISIC_0033240,1,0,0,0,0,0,0
ISIC_0033241,1,0,0,0,0,0,0
ISIC_0033245,1,0,0,0,0,0,0
ISIC_0033246,0,0,0,0,1,0,0
ISIC_0033248,0,0,1,0,0,0,0
ISIC_0033252,0,0,0,0,1,0,0
ISIC_0033254,0,0,0,0,0,0,1
ISIC_0033256,0,0,0,0,0,1,0
ISIC_0033257,0,0,1,0,0,0,0
ISIC_0033258,1,0,0,0,0,0,0
ISIC_0033260,0,0,0,0,1,0,0
ISIC_0033261,1,0,0,0,0,0,0
ISIC_0033262,0,0,0,0,1,0,0
ISIC_0033264,0,0,0,0,1,0,0
ISIC_0033267,1,0,0,0,0,0,0
ISIC_0033268,1,0,0,0,0,0,0
ISIC_0033269,1,0,0,0,0,0,0
ISIC_0033270,0,0,0,0,1,0,0
ISIC_0033271,0,0,1,0,0,0,0
ISIC_0033272,1,0,0,0,0,0,0
ISIC_0033274,1,0,0,0,0,0,0
ISIC_0033275,1,0,0,0,0,0,0
ISIC_0033278,1,0,0,0,0,0,0
ISIC_0033279,1,0,0,0,0,0,0
ISIC_0033280,0,0,0,0,1,0,0
ISIC_0033284,0,0,0,0,1,0,0
ISIC_0033286,1,0,0,0,0,0,0
ISIC_0033287,1,0,0,0,0,0,0
ISIC_0033295,0,0,0,1,0,0,0
ISIC_0033299,1,0,0,0,0,0,0
ISIC_0033300,1,0,0,0,0,0,0
ISIC_0033301,0,0,1,0,0,0,0
ISIC_0033302,1,0,0,0,0,0,0
ISIC_0033304,1,0,0,0,0,0,0
ISIC_0033305,0,0,0,0,1,0,0
ISIC_0033306,0,0,0,0,1,0,0
ISIC_0033307,0,0,0,0,1,0,0
ISIC_0033310,1,0,0,0,0,0,0
ISIC_0033312,1,0,0,0,0,0,0
ISIC_0033317,1,0,0,0,0,0,0
ISIC_0033320,1,0,0,0,0,0,0
ISIC_0033321,0,0,0,0,1,0,0
ISIC_0033322,0,0,0,0,1,0,0
ISIC_0033323,1,0,0,0,0,0,0
ISIC_0033324,1,0,0,0,0,0,0
ISIC_0033325,1,0,0,0,0,0,0
ISIC_0033333,1,0,0,0,0,0,0
ISIC_0033336,1,0,0,0,0,0,0
ISIC_0033337,1,0,0,0,0,0,0
ISIC_0033344,1,0,0,0,0,0,0
ISIC_0033349,0,0,0,0,0,0,1
ISIC_0033354,0,0,1,0,0,0,0
ISIC_0033358,0,0,0,1,0,0,0
ISIC_0033361,0,0,0,0,1,0,0
ISIC_0033362,1,0,0,0,0,0,0
ISIC_0033366,0,0,1,0,0,0,0
ISIC_0033368,1,0,0,0,0,0,0
ISIC_0033369,1,0,0,0,0,0,0
ISIC_0033372,0,0,1,0,0,0,0
ISIC_0033377,1,0,0,0,0,0,0
ISIC_0033378,0,0,0,0,1,0,0
ISIC_0033379,0,0,0,0,1,0,0
ISIC_0033387,1,0,0,0,0,0,0
ISIC_0033391,0,0,0,0,1,0,0
ISIC_0033392,1,0,0,0,0,0,0
ISIC_0033393,1,0,0,0,0,0,0
ISIC_0033394,1,0,0,0,0,0,0
ISIC_0033397,0,0,0,0,1,0,0
ISIC_0033399,1,0,0,0,0,0,0
ISIC_0033400,0,0,0,0,1,0,0
ISIC_0033401,0,0,0,0,1,0,0
ISIC_0033405,1,0,0,0,0,0,0
ISIC_0033410,0,0,0,0,1,0,0
ISIC_0033413,0,0,0,1,0,0,0
ISIC_0033414,0,0,0,0,1,0,0
ISIC_0033415,1,0,0,0,0,0,0
ISIC_0033416,1,0,0,0,0,0,0
ISIC_0033422,0,0,0,0,0,1,0
ISIC_0033424,1,0,0,0,0,0,0
ISIC_0033426,1,0,0,0,0,0,0
ISIC_0033428,1,0,0,0,0,0,0
ISIC_0033429,1,0,0,0,0,0,0
ISIC_0033431,1,0,0,0,0,0,0
ISIC_0033432,1,0,0,0,0,0,0
ISIC_0033437,0,0,0,0,1,0,0
ISIC_0033438,0,0,0,0,1,0,0
ISIC_0033440,1,0,0,0,0,0,0
ISIC_0033444,1,0,0,0,0,0,0
ISIC_0033446,0,0,0,0,1,0,0
ISIC_0033449,0,0,0,0,1,0,0
ISIC_0033450,0,0,0,0,0,0,1
ISIC_0033452,1,0,0,0,0,0,0
ISIC_0033453,0,0,0,0,1,0,0
ISIC_0033454,1,0,0,0,0,0,0
ISIC_0033456,0,0,0,1,0,0,0
ISIC_0033458,0,0,0,0,0,0,1
ISIC_0033460,0,0,0,0,1,0,0
ISIC_0033465,0,0,0,0,1,0,0
ISIC_0033466,0,0,0,0,1,0,0
ISIC_0033468,0,0,1,0,0,0,0
ISIC_0033469,1,0,0,0,0,0,0
ISIC_0033470,1,0,0,0,0,0,0
ISIC_0033473,1,0,0,0,0,0,0
ISIC_0033476,1,0,0,0,0,0,0
ISIC_0033477,1,0,0,0,0,0,0
ISIC_0033479,1,0,0,0,0,0,0
ISIC_0033480,0,0,0,0,1,0,0
ISIC_0033482,0,0,0,0,1,0,0
ISIC_0033483,0,0,1,0,0,0,0
ISIC_0033485,1,0,0,0,0,0,0
ISIC_0033486,0,0,0,0,1,0,0
ISIC_0033487,1,0,0,0,0,0,0
ISIC_0033488,0,0,0,0,1,0,0
ISIC_0033490,0,0,0,0,1,0,0
ISIC_0033491,0,0,0,0,1,0,0
ISIC_0033494,0,0,0,1,0,0,0
ISIC_0033496,1,0,0,0,0,0,0
ISIC_0033498,1,0,0,0,0,0,0
ISIC_0033499,0,0,1,0,0,0,0
ISIC_0033500,1,0,0,0,0,0,0
ISIC_0033504,0,0,1,0,0,0,0
ISIC_0033505,0,0,0,0,1,0,0
ISIC_0033507,0,0,0,0,1,0,0
ISIC_0033509,0,0,0,0,1,0,0
ISIC_0033518,1,0,0,0,0,0,0
ISIC_0033520,1,0,0,0,0,0,0
ISIC_0033522,1,0,0,0,0,0,0
ISIC_0033523,0,0,0,0,1,0,0
ISIC_0033524,1,0,0,0,0,0,0
ISIC_0033526,1,0,0,0,0,0,0
ISIC_0033528,0,0,0,0,1,0,0
